07/26/2016 13:52:52,RFD,1:14:22,0.0,0.0,0.0,116.601533176,-0.00143465356255,10261.7967765
07/26/2016 13:52:55,RFD,1:14:25,0.0,0.0,0.0,116.601533176,-0.00143465356255,10261.7967765
07/26/2016 13:52:58,RFD,1:14:28,0.0,0.0,0.0,116.601533176,-0.00143465356255,10261.7967765
07/26/2016 13:53:01,RFD,1:14:31,0.0,0.0,0.0,116.601533176,-0.00143465356255,10261.7967765
07/26/2016 13:53:04,RFD,1:14:34,0.0,0.0,0.0,116.601533176,-0.00143465356255,10261.7967765
07/26/2016 13:53:07,RFD,1:14:37,0.0,0.0,0.0,116.601533176,-0.00143465356255,10261.7967765
07/26/2016 13:53:10,RFD,1:14:40,0.0,0.0,0.0,116.601533176,-0.00143465356255,10261.7967765
07/26/2016 13:53:19,RFD,1:14:49,0.0,0.0,0.0,116.601533176,-0.00143465356255,10261.7967765
07/26/2016 13:53:22,RFD,1:14:52,0.0,0.0,0.0,116.601533176,-0.00143465356255,10261.7967765
07/26/2016 13:53:25,RFD,1:14:55,0.0,0.0,0.0,116.601533176,-0.00143465356255,10261.7967765
