07/24/2016 15:45:11,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:14,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:15,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:17,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:19,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:21,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:22,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:24,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:27,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:29,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:30,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:32,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:34,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:35,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:37,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:40,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:42,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:44,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:45,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:47,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:49,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:50,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:53,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:55,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:57,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:45:58,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:46:00,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:46:02,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:46:03,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
07/24/2016 15:46:06,Iridium,3:8:3,45.6629333,-111.04495,4975.72178476,273.219885598,0.0518485240282,1392.01112787
